objectid,parentid,title,título,creator/creador,date/fecha,description,descripción,subject/sujeto,location/ ubicación,latitude,longitude,source,identifier,type,format,language/idoma,"rights and reproduction/ Uso y reproducción
",rightsstatement,display_template,object_location,object_transcript,filename,image_small,image_thumb
utblac_independentvoices_laguardia011,,"La Guardia, Volume 2, Issue 3; Justice does Not Have a Sex","La Guardia, Volumen 2, Emisión 3; Justicia No Tiene Sexo","Villarreal, Ricardo (Kiki) ; Valdez, Lalo ; Jr. Hall, Roy A. ;Guzior, Loyd ; Rodriguez, Maria ; Gomez, Patricia ; Hernández, Roberto ; Gonzalez,Santa ; Martínez, Estevan ; Báez, Tony ; Zamudio, Berta ; Enríquez, Jean ; Enríquez, Ricardo",1971-03,"The article discusses sexism, lack of education, and lack of Chicanas in higher education.","El artículo critica las acciones de la fuerza policial y brinda ejemplos de las ocasiones en que la policía actuó violentamente contra los manifestantes. Algunos de los eventos mencionados fueron; Puertorriqueños arrestados durante una boda y acusados ​​de agredir a la policía, miembros del personal arrestados en Spanish Center y más.",Police violence ; Violencia policial ; Puerto Ricans ; Puertorriqueños ,"Magnolia Park Houston, Texas",29.73099187,-95.28803006,"Independent Voice, La Guardia, The University of Texas at Austin;https://www.jstor.org/action/doBasicSearch?Query=La+Guardia&so=rel",utblac_independentvoices_laguardia_vol.2_no.3_pg.7,Text,image/jpg,eng/esp,"The University of Texas Libraries makes this electronic resource available solely for the purposes of research and teaching. Copyright holders retain intellectual property rights over this content, not the University of Texas. You must request formal permission from the copyright holder to republish this material. If you would like to republish this resource in print or electronically, please contact Benson Special Collections staff at bensonspecialcollections@austin.utexas.edu. —— Las Bibliotecas de la Universidad de Texas proveen acceso a este recurso electrónico únicamente con fines de investigación y enseñanza. Los titulares de derechos de autor conservan los derechos sobre este contenido, no la Universidad de Texas. Debe obtener un permiso formal del titular de los derechos de autor para volver a publicar este material. Si quisiera publicar en forma impresa o electrónica este recurso, por favor comuníquese con el personal de las Colecciones Especiales de la Benson por correo electrónico, bensonspecialcollections@austin.utexas.edu.",In Copyright - Educational Use Permitted / Protegido por Derecho de Autor - Uso Educativo Permitido (https://rightsstatements.org/page/InC-EDU/1.0/?language=en),image,/objects/utblac_independentvoices_laguardia_vol.2_no.3_pg.7.jpg,,utblac_independentvoices_laguardia_vol.2_no.3_pg.7,/objects/small/utblac_independentvoices_laguardia_vol.2_no.3_pg.7_sm.jpg,/objects/thumbs/utblac_independentvoices_laguardia_vol.2_no.3_pg.7_th.jpg
utblac_independentvoices_laguardia012,,,,La Guardia editorial board and corporate author,1971-03,,,,"Milwaukee, Wisconsin",43.04162246,-87.91112027,"Independent Voice, La Guardia, The University of Texas at Austin;https://www.jstor.org/action/doBasicSearch?Query=La+Guardia&so=rel",utblac_independentvoices_laguardia_vol.2_no.3_pg.9,Text,image/jpg,eng/esp,"The University of Texas Libraries makes this electronic resource available solely for the purposes of research and teaching. Copyright holders retain intellectual property rights over this content, not the University of Texas. You must request formal permission from the copyright holder to republish this material. If you would like to republish this resource in print or electronically, please contact Benson Special Collections staff at bensonspecialcollections@austin.utexas.edu. —— Las Bibliotecas de la Universidad de Texas proveen acceso a este recurso electrónico únicamente con fines de investigación y enseñanza. Los titulares de derechos de autor conservan los derechos sobre este contenido, no la Universidad de Texas. Debe obtener un permiso formal del titular de los derechos de autor para volver a publicar este material. Si quisiera publicar en forma impresa o electrónica este recurso, por favor comuníquese con el personal de las Colecciones Especiales de la Benson por correo electrónico, bensonspecialcollections@austin.utexas.edu.",In Copyright - Educational Use Permitted / Protegido por Derecho de Autor - Uso Educativo Permitido (https://rightsstatements.org/page/InC-EDU/1.0/?language=en),image,/objects/utblac_independentvoices_laguardia_vol.2_no.3_pg.9.jpg,,utblac_independentvoices_laguardia_vol.2_no.3_pg.9,/objects/small/utblac_independentvoices_laguardia_vol.2_no.3_pg.9_sm.jpg,/objects/thumbs/utblac_independentvoices_laguardia_vol.2_no.3_pg.9_th.jpg
utblac_independentvoices_laguardia013,,"La Guardia, Volume 2, Issue 7; Latins March on State Capitol; Greeted by Mayor","La Guardia, Volumen 2, Emisión 7; Latinos Marchan Hacia el Capitolio Estatal; Eecibidos por el Alcalde","Valdez, Lalo ; Baez, Tony ; Balderas, Polo ; Valdez, Viviana ; Quesada,Carlos ; Mayer, Margie ; Chávez, Tina ; Shalhoub, Rico ; Godoy, Enrique ; Flores, Loyda ;  Villegas, Tacho ;  Rodríguez, Santos ; Álvarez, Rogelio ; Mr. and Mrs. A.Cukurs ;  Miller, Chuck (photographer)",1971-10,"Migrant and ex-migrants farmworkers marched to Wisconsin's state capital. The march started in Milwaukee and ended in Madison. The migrants boycotted the governor's office due to the lack of fulfillment of the Task Force Report, which stated some of the migrant's needs, such as manual driving manuals being printed in Spanish. The protestors successfully negotiated with the governor's office","Trabajadores agrícolas inmigrantes y ex inmigrantes marcharon hacia la capital del estado de Wisconsin. La marcha comenzó en Milwaukee y terminó en Madison. Los migrantes boicotearon la oficina del gobernador debido a la falta de cumplimiento del Informe del Grupo de Trabajo, que establecía algunas de las necesidades de los migrantes, como la impresión de manuales de manejo manual en español. Los manifestantes negociaron con éxito con la oficina del gobernador.",Migrant agricultural laborers  ; Trabajadores migratorios agrícolas   ;  Farmworkers ; Trabajadores agrícolas; Boycotts ;  Boicoteo ;  Protests movements ; Movimientos de protesta ;  Labor rights ; Derechos laborales,"Wisconsin State Capitol",43.07480265,-89.38410619,"Independent Voice, La Guardia, The University of Texas at Austin;https://www.jstor.org/action/doBasicSearch?Query=La+Guardia&so=rel",utblac_independentvoices_laguardia_vol.2_no.7_pg.2,Text,image/JPG,eng/esp,"The University of Texas Libraries makes this electronic resource available solely for the purposes of research and teaching. Copyright holders retain intellectual property rights over this content, not the University of Texas. You must request formal permission from the copyright holder to republish this material. If you would like to republish this resource in print or electronically, please contact Benson Special Collections staff at bensonspecialcollections@austin.utexas.edu. —— Las Bibliotecas de la Universidad de Texas proveen acceso a este recurso electrónico únicamente con fines de investigación y enseñanza. Los titulares de derechos de autor conservan los derechos sobre este contenido, no la Universidad de Texas. Debe obtener un permiso formal del titular de los derechos de autor para volver a publicar este material. Si quisiera publicar en forma impresa o electrónica este recurso, por favor comuníquese con el personal de las Colecciones Especiales de la Benson por correo electrónico, bensonspecialcollections@austin.utexas.edu.",In Copyright - Educational Use Permitted / Protegido por Derecho de Autor - Uso Educativo Permitido (https://rightsstatements.org/page/InC-EDU/1.0/?language=en),image,/objects/utblac_independentvoices_laguardia_vol.2_no.7_pg.2.JPG,,utblac_independentvoices_laguardia_vol.2_no.7_pg.2,/objects/small/utblac_independentvoices_laguardia_vol.2_no.7_pg.2_sm.jpg,/objects/thumbs/utblac_independentvoices_laguardia_vol.2_no.7_pg.2_th.jpg
utblac_independentvoices_laguardia014,,"La Guardia, Volume 2, Issue 7; The Pabst Boycott Continues","La Guardia, Volumen 2, Emisión 7; El Pabst Boicoteo Continuara","Valdez, Lalo ; Baez, Tony ; Balderas, Polo ; Valdez, Viviana ; Quesada,Carlos ; Mayer, Margie ; Chávez, Tina ; Shalhoub, Rico ; Godoy, Enrique ; Flores, Loyda ;  Villegas, Tacho ;  Rodríguez, Santos ; Álvarez, Rogelio ; Mr. and Mrs. A.Cukurs ;  Miller, Chuck (photographer)",1971-10,The Latino community is protesting against the company Pabst Beer due to their lack of hiring Latinos.  The beer company did not satisfy the Impartial Employment federal law. The Latino community is asking Pabst to hire 40 Latinos and continue hiring from the Latino community. ,La comunidad latina protestó contra la empresa Pabst Beer por su falta de contratación de latinos. La compañía cervecera no cumplió con la ley federal de Empleo Imparcial. La comunidad latina le está pidiendo a Pabst que contrate a 40 latinos y continúe contratando de la comunidad latina.,Boycotts ;  Boicoteo  ;  Protests movements ; Movimientos de protesta ; Labor rights ; Derechos laborales,"Milwaukee, Wisconsin",43.04162246,-87.91112027,"Independent Voice, La Guardia, The University of Texas at Austin;https://www.jstor.org/action/doBasicSearch?Query=La+Guardia&so=rel",utblac_independentvoices_laguardia_vol.2_no.7_pg.3.2,Text,image/JPG,eng/esp,"The University of Texas Libraries makes this electronic resource available solely for the purposes of research and teaching. Copyright holders retain intellectual property rights over this content, not the University of Texas. You must request formal permission from the copyright holder to republish this material. If you would like to republish this resource in print or electronically, please contact Benson Special Collections staff at bensonspecialcollections@austin.utexas.edu. —— Las Bibliotecas de la Universidad de Texas proveen acceso a este recurso electrónico únicamente con fines de investigación y enseñanza. Los titulares de derechos de autor conservan los derechos sobre este contenido, no la Universidad de Texas. Debe obtener un permiso formal del titular de los derechos de autor para volver a publicar este material. Si quisiera publicar en forma impresa o electrónica este recurso, por favor comuníquese con el personal de las Colecciones Especiales de la Benson por correo electrónico, bensonspecialcollections@austin.utexas.edu.",In Copyright - Educational Use Permitted / Protegido por Derecho de Autor - Uso Educativo Permitido (https://rightsstatements.org/page/InC-EDU/1.0/?language=en),image,/objects/utblac_independentvoices_laguardia_vol.2_no.7_pg.3.2.JPG,,utblac_independentvoices_laguardia_vol.2_no.7_pg.3.2,/objects/small/utblac_independentvoices_laguardia_vol.2_no.7_pg.3.2_sm.jpg,/objects/thumbs/utblac_independentvoices_laguardia_vol.2_no.7_pg.3.2_th.jpg
utblac_independentvoices_laguardia015,,,,La Guardia editorial board and corporate author,1971-10,,,,"Milwaukee, Wisconsin",43.04162246,-87.91112027,"Independent Voice, La Guardia, The University of Texas at Austin;https://www.jstor.org/action/doBasicSearch?Query=La+Guardia&so=rel",utblac_independentvoices_laguardia_vol.2_no.7_pg.8.2,Text,image/jpg,eng/esp,"The University of Texas Libraries makes this electronic resource available solely for the purposes of research and teaching. Copyright holders retain intellectual property rights over this content, not the University of Texas. You must request formal permission from the copyright holder to republish this material. If you would like to republish this resource in print or electronically, please contact Benson Special Collections staff at bensonspecialcollections@austin.utexas.edu. —— Las Bibliotecas de la Universidad de Texas proveen acceso a este recurso electrónico únicamente con fines de investigación y enseñanza. Los titulares de derechos de autor conservan los derechos sobre este contenido, no la Universidad de Texas. Debe obtener un permiso formal del titular de los derechos de autor para volver a publicar este material. Si quisiera publicar en forma impresa o electrónica este recurso, por favor comuníquese con el personal de las Colecciones Especiales de la Benson por correo electrónico, bensonspecialcollections@austin.utexas.edu.",In Copyright - Educational Use Permitted / Protegido por Derecho de Autor - Uso Educativo Permitido (https://rightsstatements.org/page/InC-EDU/1.0/?language=en),image,/objects/utblac_independentvoices_laguardia_vol.2_no.7_pg.8.2.jpg,,utblac_independentvoices_laguardia_vol.2_no.7_pg.8.2,/objects/small/utblac_independentvoices_laguardia_vol.2_no.7_pg.8.2_sm.jpg,/objects/thumbs/utblac_independentvoices_laguardia_vol.2_no.7_pg.8.2_th.jpg
utblac_independentvoices_laguardia016,,"La Guardia, Volume 2, Issue 7; The Community will have Health Clinic","La Guardia, Volumen 2, Emisión 7; Communidad Tendrá Clinica de Salud","Valdez, Lalo ; Baez, Tony ; Balderas, Polo ; Valdez, Viviana ; Quesada,Carlos ; Mayer, Margie ; Chávez, Tina ; Shalhoub, Rico ; Godoy, Enrique ; Flores, Loyda ;  Villegas, Tacho ;  Rodríguez, Santos ; Álvarez, Rogelio ; Mr. and Mrs. A.Cukurs ;  Miller, Chuck (photographer)",1971-10,A clinic was built in a Latino community to serve their medical needs. The article discusses the clinic's need to hire Bilingual nurses so they could understand spanish-speaking patients'.,Se construyó una clínica en una comunidad latina para atender sus necesidades médicas. El artículo discute la necesidad de la clínica en contratar enfermeras bilingües comprender pacientes de habla hispana.,Community centers  ; Centro comunitario ; Bilingual education & bilingualism ; Educación bilingüe y bilingüismo,"Health Clinic; Milwaukee, Wisconsin",43.01880948,-87.9200292,"Independent Voice, La Guardia, The University of Texas at Austin;https://www.jstor.org/action/doBasicSearch?Query=La+Guardia&so=rel",utblac_independentvoices_laguardia_vol.2_no.7_pg.8,Text,image/jpg,eng/esp,"The University of Texas Libraries makes this electronic resource available solely for the purposes of research and teaching. Copyright holders retain intellectual property rights over this content, not the University of Texas. You must request formal permission from the copyright holder to republish this material. If you would like to republish this resource in print or electronically, please contact Benson Special Collections staff at bensonspecialcollections@austin.utexas.edu. —— Las Bibliotecas de la Universidad de Texas proveen acceso a este recurso electrónico únicamente con fines de investigación y enseñanza. Los titulares de derechos de autor conservan los derechos sobre este contenido, no la Universidad de Texas. Debe obtener un permiso formal del titular de los derechos de autor para volver a publicar este material. Si quisiera publicar en forma impresa o electrónica este recurso, por favor comuníquese con el personal de las Colecciones Especiales de la Benson por correo electrónico, bensonspecialcollections@austin.utexas.edu.",In Copyright - Educational Use Permitted / Protegido por Derecho de Autor - Uso Educativo Permitido (https://rightsstatements.org/page/InC-EDU/1.0/?language=en),image,/objects/utblac_independentvoices_laguardia_vol.2_no.7_pg.8.jpg,,utblac_independentvoices_laguardia_vol.2_no.7_pg.8,/objects/small/utblac_independentvoices_laguardia_vol.2_no.7_pg.8_sm.jpg,/objects/thumbs/utblac_independentvoices_laguardia_vol.2_no.7_pg.8_th.jpg
utblac_independentvoices_laguardia017,,"La Guardia, Volume 2, Issue 7; Sept.16 & 23 Students Walk Out!","La Guardia, Volumen 2, Emisión 7; ¡ El 16 y 23 de Septiembre Los Estudiantes Salen a Caminar!","Valdez, Lalo ;  Moreno, Maia ;   Balderas, Polo ; Shalhoub,  Rico ; Saker,   Linda ;  Gutierrez, Jesse ;  Perez,Charlie ;   Stewart, Hollis ;  Shalhoub, Lucha S.;  Alvarez, Juan ;  Bejar, Jesus ;  Miller, Chuck ; Orellana, Patt Armando ;  Andres del ""East Side"", and  Rivas, Rudy",1971-10,"Teachers organized a walk-out for Mexican and Puerto Rican students during  Mexico's and Puerto Rico's Independence Day. Students were presented with speakers and had entertainment. Issues did arise during Mexico's Independence Day walk-out, in which the principal from Lincoln High, a high-populated Latine school, did not allow the students to march.","Los maestros organizaron una marcha para estudiantes mexicanos y puertorriqueños durante el Día de la Independencia de México y Puerto Rico. A los estudiantes se les presentaron oradores y tuvieron entretenimiento. Surgieron problemas durante la huelga del Día de la Independencia de México, en la que el director de Lincoln High, una alta poblada escuela latine, no permitió que los estudiantes marcharan.",Education ; Educacion ;High school education  ; Educación secundaria  ;  Protests movements ; Movimientos de protesta ; Social activists ; ,"South Division High School; Milwaukee, Wisconsin",43.01371116,-87.93169079,"Independent Voice, La Guardia, The University of Texas at Austin;https://www.jstor.org/action/doBasicSearch?Query=La+Guardia&so=rel",utblac_independentvoices_laguardia_vol.2_no.7_pg3,Text,image/JPG,eng/esp,"The University of Texas Libraries makes this electronic resource available solely for the purposes of research and teaching. Copyright holders retain intellectual property rights over this content, not the University of Texas. You must request formal permission from the copyright holder to republish this material. If you would like to republish this resource in print or electronically, please contact Benson Special Collections staff at bensonspecialcollections@austin.utexas.edu. —— Las Bibliotecas de la Universidad de Texas proveen acceso a este recurso electrónico únicamente con fines de investigación y enseñanza. Los titulares de derechos de autor conservan los derechos sobre este contenido, no la Universidad de Texas. Debe obtener un permiso formal del titular de los derechos de autor para volver a publicar este material. Si quisiera publicar en forma impresa o electrónica este recurso, por favor comuníquese con el personal de las Colecciones Especiales de la Benson por correo electrónico, bensonspecialcollections@austin.utexas.edu.",In Copyright - Educational Use Permitted / Protegido por Derecho de Autor - Uso Educativo Permitido (https://rightsstatements.org/page/InC-EDU/1.0/?language=en),image,/objects/utblac_independentvoices_laguardia_vol.2_no.7_pg3.JPG,,utblac_independentvoices_laguardia_vol.2_no.7_pg3,/objects/small/utblac_independentvoices_laguardia_vol.2_no.7_pg3_sm.jpg,/objects/thumbs/utblac_independentvoices_laguardia_vol.2_no.7_pg3_th.jpg
utblac_independentvoices_laguardia019,,,,La Guardia editorial board and corporate author,1972-11,,,,"Centro Cultural Educativo Chicano-Boricua; Milwaukee, Wisconsin",43.0250778,-87.91319856,"Independent Voice, La Guardia, The University of Texas at Austin;https://www.jstor.org/action/doBasicSearch?Query=La+Guardia&so=rel",utblac_independentvoices_laguardia_vol.3_no.3_ccc,Text,image/PNG,eng/esp,"The University of Texas Libraries makes this electronic resource available solely for the purposes of research and teaching. Copyright holders retain intellectual property rights over this content, not the University of Texas. You must request formal permission from the copyright holder to republish this material. If you would like to republish this resource in print or electronically, please contact Benson Special Collections staff at bensonspecialcollections@austin.utexas.edu. —— Las Bibliotecas de la Universidad de Texas proveen acceso a este recurso electrónico únicamente con fines de investigación y enseñanza. Los titulares de derechos de autor conservan los derechos sobre este contenido, no la Universidad de Texas. Debe obtener un permiso formal del titular de los derechos de autor para volver a publicar este material. Si quisiera publicar en forma impresa o electrónica este recurso, por favor comuníquese con el personal de las Colecciones Especiales de la Benson por correo electrónico, bensonspecialcollections@austin.utexas.edu.",In Copyright - Educational Use Permitted / Protegido por Derecho de Autor - Uso Educativo Permitido (https://rightsstatements.org/page/InC-EDU/1.0/?language=en),image,/objects/utblac_independentvoices_laguardia_vol.3_no.3_ccc.PNG,,utblac_independentvoices_laguardia_vol.3_no.3_ccc,/objects/small/utblac_independentvoices_laguardia_vol.3_no.3_ccc_sm.jpg,/objects/thumbs/utblac_independentvoices_laguardia_vol.3_no.3_ccc_th.jpg
utblac_independentvoices_laguardia020,,"La Guardia, Volume 4, Issue 10; Free Ray Mendoza","La Guardia, Volumen 4, Emisión 10; Libre Ray Mendoza
","Villarreal, Ricardo (Kiki), Valdez, Lalo, Jr. Hall, Roy A, Guzior, Loyd, Goodson, Marla, Rodriguez, Maria, Ebott, Peter,  Gomez, Patricia, Hernandez, Roberto,  Aguilar, Francisco, Beaz,Toney, and Martinez, Estevan (photographer)",1974-08,"James Ray Mendoza was accused of killing two police officers. Mendoza and his friends were at a bar, and as they were walking out, people were harassing them. Mendoza was carrying a .22 caliber shotgun and scared them away. Later two off-duty cops began following the group and got into a fight with Mendoza and his friends. They then disclosed that they were police officers, and two of the guys ran off. Mendoza stayed to fight them off. The cops were shot and killed, leaving Mendoza in prison. Later it was discovered that the cops were shot by a .38 caliber gun. Additionally, a witness mentioned that she saw a white man fighting with the off-duty police but did not see a Mexican-American man. The newspaper followed Menodoza's story, such as protests in support of Mendoza, his trial, and his release from prison.","James Ray Mendoza fue acusado de matar a dos policías. Mendoza y sus amigos estaban en un bar, y mientras salían, la gente los acosaba. Mendoza portaba una escopeta calibre 22 y los asustó. Más tarde, dos policías fuera de servicio comenzaron a seguir al grupo y se pelearon con Mendoza y sus amigos. Luego revelaron que eran policías y dos de los sujetos se dieron a la fuga. Mendoza se quedó para luchar contra ellos. Los policías fueron asesinados a tiros, dejando a Mendoza en prisión. Más tarde se descubrió que los policías fueron baleados con una pistola calibre .38. Además, un testigo mencionó que vio a un hombre blanco peleando con la policía fuera de servicio pero no vio a un hombre mexicano-estadounidense. El periódico siguió la historia de Menodoza, como las protestas en apoyo a Mendoza, su juicio y su salida de prisión.",Protests movements ; Movimientos de protesta ; Police violence ; Violencia policial ; Imprisonment ; Encarcelamiento,"Milwaukee, Wisconsin",43.04162246,-87.91112027,"Independent Voice, La Guardia, The University of Texas at Austin;https://www.jstor.org/action/doBasicSearch?Query=La+Guardia&so=rel",utblac_independentvoices_laguardia_vol.4_no.10_pg.1,Text,image/JPG,eng/esp,"The University of Texas Libraries makes this electronic resource available solely for the purposes of research and teaching. Copyright holders retain intellectual property rights over this content, not the University of Texas. You must request formal permission from the copyright holder to republish this material. If you would like to republish this resource in print or electronically, please contact Benson Special Collections staff at bensonspecialcollections@austin.utexas.edu. —— Las Bibliotecas de la Universidad de Texas proveen acceso a este recurso electrónico únicamente con fines de investigación y enseñanza. Los titulares de derechos de autor conservan los derechos sobre este contenido, no la Universidad de Texas. Debe obtener un permiso formal del titular de los derechos de autor para volver a publicar este material. Si quisiera publicar en forma impresa o electrónica este recurso, por favor comuníquese con el personal de las Colecciones Especiales de la Benson por correo electrónico, bensonspecialcollections@austin.utexas.edu.",In Copyright - Educational Use Permitted / Protegido por Derecho de Autor - Uso Educativo Permitido (https://rightsstatements.org/page/InC-EDU/1.0/?language=en),image,/objects/utblac_independentvoices_laguardia_vol.4_no.10_pg.1.JPG,,utblac_independentvoices_laguardia_vol.4_no.10_pg.1,/objects/small/utblac_independentvoices_laguardia_vol.4_no.10_pg.1_sm.jpg,/objects/thumbs/utblac_independentvoices_laguardia_vol.4_no.10_pg.1_th.jpg
utblac_independentvoices_laguardia021,,"La Guardia, Volume 4, Issue 10; Latinos Demand Change with the Police","La Guardia, Volumen 4, Emisión 10; Latinos Demandan Cambios en Policia","Villarreal, Ricardo (Kiki), Valdez, Lalo, Jr. Hall, Roy A, Guzior, Loyd, Goodson, Marla, Rodriguez, Maria, Ebott, Peter,  Gomez, Patricia, Hernandez, Roberto,  Aguilar, Francisco, Beaz,Toney, and Martinez, Estevan (photographer)",1974-08,300 Latinos marched to demand regulations on the police and protested in defense of Mendoza's case. Ernesto Chacon spoke and discussed the issues the Latine community has faced during the last few months due to the police abusing their power. They have been invading people's homes and centers and arresting citizens.,300 latinos marcharon para exigir regulaciones a la policía y protestaron en defensa del caso de Mendoza. Ernesto Chacón habló y discutió los problemas que la comunidad latina ha enfrentado durante los últimos meses debido al abuso de poder de la policía. Han estado invadiendo casas y centros y arrestando personas.,Protests movements ; Movimientos de protesta ; Police violence ; Violencia policial ;  Imprisonment ; Encarcelamiento,"Milwaukee, Wisconsin",43.04162246,-87.91112027,"Independent Voice, La Guardia, The University of Texas at Austin;https://www.jstor.org/action/doBasicSearch?Query=La+Guardia&so=rel",utblac_independentvoices_laguardia_vol.4_no.10_pg.3,Text,image/JPG,eng/esp,"The University of Texas Libraries makes this electronic resource available solely for the purposes of research and teaching. Copyright holders retain intellectual property rights over this content, not the University of Texas. You must request formal permission from the copyright holder to republish this material. If you would like to republish this resource in print or electronically, please contact Benson Special Collections staff at bensonspecialcollections@austin.utexas.edu. —— Las Bibliotecas de la Universidad de Texas proveen acceso a este recurso electrónico únicamente con fines de investigación y enseñanza. Los titulares de derechos de autor conservan los derechos sobre este contenido, no la Universidad de Texas. Debe obtener un permiso formal del titular de los derechos de autor para volver a publicar este material. Si quisiera publicar en forma impresa o electrónica este recurso, por favor comuníquese con el personal de las Colecciones Especiales de la Benson por correo electrónico, bensonspecialcollections@austin.utexas.edu.",In Copyright - Educational Use Permitted / Protegido por Derecho de Autor - Uso Educativo Permitido (https://rightsstatements.org/page/InC-EDU/1.0/?language=en),image,/objects/utblac_independentvoices_laguardia_vol.4_no.10_pg.3.JPG,,utblac_independentvoices_laguardia_vol.4_no.10_pg.3,/objects/small/utblac_independentvoices_laguardia_vol.4_no.10_pg.3_sm.jpg,/objects/thumbs/utblac_independentvoices_laguardia_vol.4_no.10_pg.3_th.jpg
utblac_independentvoices_laguardia022,,"La Guardia, Volume 4, Issue 10; M.U Law School Discriminates","La Guardia, Volumen 4, Emisión 10; M.U Escuela de Leyes Discrimina","Villarreal, Ricardo (Kiki), Valdez, Lalo, Jr. Hall, Roy A, Guzior, Loyd, Goodson, Marla, Rodriguez, Maria, Ebott, Peter,  Gomez, Patricia, Hernandez, Roberto,  Aguilar, Francisco, Beaz,Toney, and Martinez, Estevan (photographer)",1974-08,"The University of Marquette Law students approached the dean to discuss issues concerning Latine, Black, and Native students, such as the exclusions of students, the development of an affirmative action program, grading system discriminating the Latine, Black, and Native students. The dean refused to talk to these students due to the media attention this meeting garnered."," Los estudiantes de derecho de la Universidad de Marquette se acercaron al decano para discutir temas relacionados con los estudiantes latinos, negros e indígenas, como la exclusión de estudiantes, el desarrollo de un programa de acción afirmativa, el sistema de calificación que discrimina a los estudiantes latinos, negros e indígenas. El decano se negó a hablar con estos estudiantes debido a la atención de los medios que atrajo esta reunión.",Higher education ; Enseñanza superior ; Media ;  medios de comunicación ; ,"Milwaukee, Wisconsin",43.04162246,-87.91112027,"Independent Voice, La Guardia, The University of Texas at Austin;https://www.jstor.org/action/doBasicSearch?Query=La+Guardia&so=rel",utblac_independentvoices_laguardia_vol.4_no.10_pg2,Text,image/JPG,eng/esp,"The University of Texas Libraries makes this electronic resource available solely for the purposes of research and teaching. Copyright holders retain intellectual property rights over this content, not the University of Texas. You must request formal permission from the copyright holder to republish this material. If you would like to republish this resource in print or electronically, please contact Benson Special Collections staff at bensonspecialcollections@austin.utexas.edu. —— Las Bibliotecas de la Universidad de Texas proveen acceso a este recurso electrónico únicamente con fines de investigación y enseñanza. Los titulares de derechos de autor conservan los derechos sobre este contenido, no la Universidad de Texas. Debe obtener un permiso formal del titular de los derechos de autor para volver a publicar este material. Si quisiera publicar en forma impresa o electrónica este recurso, por favor comuníquese con el personal de las Colecciones Especiales de la Benson por correo electrónico, bensonspecialcollections@austin.utexas.edu.",In Copyright - Educational Use Permitted / Protegido por Derecho de Autor - Uso Educativo Permitido (https://rightsstatements.org/page/InC-EDU/1.0/?language=en),image,/objects/utblac_independentvoices_laguardia_vol.4_no.10_pg2.JPG,,utblac_independentvoices_laguardia_vol.4_no.10_pg2,/objects/small/utblac_independentvoices_laguardia_vol.4_no.10_pg2_sm.jpg,/objects/thumbs/utblac_independentvoices_laguardia_vol.4_no.10_pg2_th.jpg
